Deity,Temple Name,Moolavar,Urchavar,Amman / Thayar,Thala Virutcham,Theertham,Agamam / Pooja,Old year,Historical Name,City,District,State,Festival,  Temple's Speciality,Opening Time,Address,Phone Number
274 Sivalayam,sri Nattrunai Appar temple,Nattrunai Appar,NA,"Parvatharaja Putri, Malayan Madanthai – Two Ambicas","Shenbagam, Pinnai",Swarna Theertham,NA,1000 2000 years old,Tiru Nanipalli,Punjai,Nagapattinam,Tamil Nadu,Pujas to Sun Surya are performed from Chithirai 7 13 in April May. Pradosha pujas (13th day of both full moon and new moon fortnights) and all Shiva related pujas are celebrated in the temple.,Lord Shiva in the temple is a swayambumurthy. The rays of Sun fall on the Lord from Chithirai 7 to 13 when special pujas are performed.,The temple is open from 9.00 a.m. to 12.00 a.m. and from 5.00 p.m. to 7.00 p.m.,"Sri Nattrunai Appar Temple, Punjai (Tiru Nanipalli), Kidaramkondon Post – 609 304. Nagapattinam district.",+91  4364   283 188
274 Sivalayam,sri Swarnapureeswarar temple,Swarnapureeswarar,Somaskandar,Suguntha Kundalambikai,"Vanni, Vilwam",Surya Theertham,Karana Agama,1000 2000 years old,"Lakshmipuri, Indirapuri",Semponnarkoil,Nagapattinam,Tamil Nadu,The rays of Sun fall on the presiding deity for 12 days in Chithirai (April May) in the morning hours when special pujas are performed in the temple. On the ninth day a car festival is celebrated called Soura Mahotsav.,The rays of Sun fall on the presiding deity for 12 days in Chithirai (April May) in the morning hours when special pujas are performed in the temple. On the ninth day a car festival is celebrated called Soura Mahotsav. Shivalinga in the temple is on a 16 petal lotus designed Avudayar the peeta. Lord is a swayambumurthy. Rays of Sun fall on the Lord in Chithirai month from 7 to 18.,The temple is open from 6.00 a.m. to 11.00 a.m. and from 5.00 p.m. to 8.00 p.m.,"Sri Semponnarkoil Swarnapureeswarar Temple, Somponpalli – 609309, Nagapattinam district.",+91 99437 97974
108 Divya Desam,sri Perarulalan temple,Perarulalan,"Semponnarangan, Herambar",Alli Mamalar Nachiar,NA,"Nitya Pushkarini, Kanaka Theertham",Pancharatra,500 1000 years old,Semponsei,Semponsei Koil,Nagapattinam,Tamil Nadu,"Aipasi Brahmmotsavam is celebrated in the temple in October November on the Swati Star day, the birth star of Perumal. On the day following Thai Amavasya new moon day in January February, Perumal of this temple joins the 11 Garudaseva festival – 11 Perumals coming in procession on Garuda.",This is one of the 108 Divya Desas of Perumal,The temple is open from 7.00 a.m. to 10.00 a.m. and from 6.00 p.m. to 8.00 p.m.,"Sri Perarulalan (Semponnarangar) Temple, Semponsei Koil, Tirunangoor – 609 106, Nagapattinam District.",+91  4364 236 172
108 Divya Desam,sri Trivikraman temple,Tirvikrama Narayanan,Thadalan,Lokanayaki,Jack tree,"Changu, Chakkara Theerthams",Vaikanasam,500 1000 years old,Patalikavanam,Sirkali,Nagapattinam,Tamil Nadu,Vaikasi Brahmmotsavam is celebrated in the temple for 10 days in May June.,This is one of the 108 Divya Desas of Perumal.,The temple is open from 7.30 a.m. to 11.30 a.m. and from 4.30 p.m. to 8.00 p.m.,"Sri Trivikraman Temple, Kazhicheerama Vinnagaram, Sirkali – 609 110. Nagapattinam district.","+91  4364   270 207, 94424   19989"
108 Divya Desam,sri Naanmadhia Perumal temple,Naanmadhia Perumal,Vensudar Perumal,"Thalaichanga Nachiar, (Procession Goddess Sengamalavalli)",NA,Chandra Pushkarini,NA,500 1000 years old,Thalaichanga Nanmathiyam,Thalachangadu,Nagapattinam,Tamil Nadu,Vaikunda ekadasi,"Of the 108 Divya Desas of Perumal, Thalachangadu ranks 25.",The temple is open from 6.00 a.m. to 11.00 a.m. and from 5.00 p.m. to 8.00 p.m.,"Sri Naanmadhia Perumal Temple, Thalaichanga Naanmadhiam, (Thalachangadu) 609 107, Nagapattinam district.",+91  99947 29773
108 Divya Desam,sri Vilakkoli Perumal temple,Vilakkoli Perumal – Deepa Prakasar,NA,Maragathavalli,NA,Saraswathi Theertham,NA,1000 2000 years old,"Tiruthanka, Thooppul",Thooppul,Kanchipuram,Tamil Nadu,The event of Lord Varadaraja Perumal granting Darshan on His Garuda vahan to Saint Vedanta Maha Desikan in Vaikasi is grandly celebrated in May June. The Aavani festival in August September of Lord Vilakkoli Perumal visiting Desika’s shrine and the one in Margazhi (December January) of Perumal honouring Desika are the festivals that demand many eyes for the devotees to enjoy the Lord’s grace.,This is one of the 108 Divya Desas of Perumal.,The temple is open from 7.30 a.m. to 10.00 a.m. and from 5.00 p.m. to 7.00 p.m.,"Sri Vilakkoli Perumal Temple, Kancheepuram 631 501.",+91  98944 43108
108 Divya Desam,sri Paramapada Nathar temple,Paramapada Nathar (Vaikunda Perumal ),NA,Vaikundavalli,NA,1000 theerthams,Vaikanasam,1000 2000 years old,Parameswara Vinnagaram,Parameswara Vinnagaram,Kanchipuram,Tamil Nadu,10 day Vaikasi Brahmmotsavam in May June and Vaikunda Ekadasi in December January are the festivals celebrated in the temple.,This is one of the 108 Divyadesas of Lord Vishnu.,The temple is open from 7.30 a.m. to 12.00 a.m. and from 4.30 p.m. to 7.30 p.m.,"Sri Vaikunda Perumal Swami Temple, Parameswara Vinnagaram, Kancheepuram  631 502.",+91  44   2723 5273.
108 Divya Desam,sri Devadhirajan temple,"Devadhirajan, Aamaruviappan",Aamaruviappan,Sengamalavalli,NA,Darshana Pushkarini,NA,1000 2000 years old,Therezhundur,Therezhundur,Nagapattinam,Tamil Nadu,"Brahmmotsavam in the month of Vaikasi (May June) Thiruvonam star day, Navarathri ((Setember October), Vaikunda Ekadasi in (December January), Gokulashtami (August September) are the main festivals celebrated in the temple.",Therezhundur is one the 108 holy shrines of Vishnu temples in Tamilnadu. Only in this shrine Thirumangai Azhwar praises both the Lord and the M other together in his Mangalasasanam hymns.,The temple is open from 7.30 a.m. to 12.00 a.m. and 5.00 p.m. to 8.30 p.m.,"Sri Devadhirajan Temple, Therezhundur, Nagapattinam.",+91  4364 237 952.
274 Sivalayam,sri Udhvaganathar temple,Udhvaganathar,NA,Gokhila,Karu Oomathai,Saptha Sagaram,NA,1000 2000 years old,Tirumananjeri,Tirumananjeri,Nagapattinam,Tamil Nadu,"3 day Chithirai wedding festival of Lord is grandly celebrated in April May on the Poosam star day when the whole place will be in a wedding mood. The devotee crowd in the temple is huge on Pradosha days each month, Aadi Pooram in July August, Tiruvadhirai in December January and Tirukarthikai in November December are other festivals celebrated in the temple. Special pujas are performed on Deepavali in October November, Pongal almost falling on January 14 and Tamil New Year day falling almost on April 14.",It is a grand darshan to see Lord Shiva and Mother Parvathi with their hands together in Wedding Form.,The temple is open from 6.00 a.m. to 12.00 a.m. and from 5.00 p.m. to 8.00 p.m.,"Sri Udhavaganathar Temple, Tirumananjeri 609 801, Nagapattinam district.",+91   4364   235 002
108 Divya Desam,sri Kudamadu Koothan temple,Kudamadu Koothan,Chaturpuja Gopalan,Amirthavalli,Palasamaram,Amirtha Theertham,Pancharatra,1000 2000 years old,Ariameya Vinnagaram,Tirunangoor,Nagapattinam,Tamil Nadu,Vaikasi Visakam in May June and Thai month Garuda Seva in January February are the festivals celebrated in the temple.,This is one among the 108 Divya Desas of Perumal.,The temple is open from 9.00 a.m. to 12.00 a.m. and from 4.00 p.m. to 6.00 p.m.,"Sri Kudamadu Koothan Temple, Ariameya Vinnagaram, Tirunangoor 609 106. Nagapattinam district.","+91  4364   275 689, 94439   85843."
274 Sivalayam,sri Mahalakshmeeswarar temple,Mahalakshmeeswarar,NA,Ulaganayaki,Vilwa,Neela Poigai,NA,1000 2000 years old,Tirinindra Oor,Tirinindriyur,Nagapattinam,Tamil Nadu,Aani Tirumanjanam in June July; Shivrathri in February March and Tirukarthikai in November December are the festivals celebrated in the temple.,Lord Shiva in the temple is a swayambumurthy.,The temple is open from 6.00 a.m. to 11.00 a.m. and from 4.00 p.m. to 8.00 p.m.,"Sri Mahalakshmeeswarar Temple, Tirunindriyur 609 118, Nagapattinam district.","+91  4364   279 423 ,320 520, +91  94861 41430."
274 Sivalayam,sri Manicka Vannar temple,"Manicka Vannar, Rathna Pureeswarar",Somaskandar,"Brama Kunthalambica, Vandar Poonkuzhali",Vaahai,Brahmma Theertham,Kameekam,1000 2000 years old,Tiru Vazhkoli Puthur,Tiruvalaputhur,Nagapattinam,Tamil Nadu,Maha Shivrathri in February March; Margazhi Tiruvadhirai in December January; Panguni Uthiram in March April and Mahalakshmi Puja on all Poornima full moon days are the festivals celebrated in the temple,Lord Shiva in the temple is Swayambumurthi.,The temple is open from 6.00 a.m. to 12.00 a.m. and from 4.00 p.m. to 7.00 p.m.,"Sri Manicka Vannar Temple, Tiruvalaputhur 609 205. Nagapattinam district","+91 4364   254 879, 98425 38954."
sivan,sri Achala Deepeswarar temple,Achala Deepeswarar(Kumareeswarar),"Chandrasekhara, Somaskandha",Madukaraveni Ambikai,Vilwa,Cauvery,Kameekam,500 1000 years old,Mahanur,Mahanur,Namakkal,Tamil Nadu,"Deepa – Light festival on Bharani star day in Karthikai (November December), Shivarathri in Vaikasi (May June), Arundra Darshan in Margazhi (December January) are the festivals celebrated in the temple.",Lord Shiva appears facing west and the Goddess facing east. The shrines are designed as such that the Lord and Goddess appear right to each.,The temple is open from 6.30 a.m. to 12.00 a.m. and 5.00 p.m. to 8.00 p.m.,"Sri Achala Deepeswarar Temple, Mohanur, Namakkal","+91  4286   257 018, 94433 57139."
Other Temples,sri Navaladi Karuppuswami temple,Karuppuswami,Navaladian,Chellandiamman,Naaval,Cauvery,NA,500 1000 years old,NA,Mohanur,Namakkal,Tamil Nadu,Every day is a festival day in the temple with special pujas and Alankaras to the presiding deity. Those praying and realizing their wishes offer nivedhanas called Padayal to Sri Karuppuswami. He is also praised as Padayalsami.,The deity is in the form of a Peeta – platform.,The temple is continuously open from 4.00 a.m. to 10.00 p.m.,"The Executive officer, Sri Navaladi Karuppusami Temple, Mohanur – 637 015. Namakkal district.","+91  4286   256 400, 256 401, 255 390."
sivan,sri Sakala Theertham Udayavar temple,Theertham Udayavar,NA,Perianayaki,NA,Sakala Theertham,Shivagama,500 1000 years old,NA,Theerthandathanam,Ramanathapuram,Tamil Nadu,"Special pujas are performed in the temple on Aadi Amavasysa new moon day in July August, Thai Amavasya in January February and Pradosha days  13th day of either new moon or full moon days.","This is a west facing place, which according to scriptures is very sacred.",The temple is open during normal hours of the day.,"Sri Sakala Theertham Udayavar Temple, Theerthandathanam, Ramanathapuram.",NA
sivan,sri Emaneswaram Udayar temple,Emaneswaram Udayar,Pradosha Nayanar,Swarna Gujambikai,Vilwa,Ema Theertham,Shivagama,500 1000 years old,NA,"Emaneswaram, Paramakudi",Ramanathapuram,Tamil Nadu,Margazhi Tiruvadhirai in December January; Navarathri in September October; Skanda Sashti in October November; Masi Magam and Maha Shivrathri in February March are the festivals celebrated in the temple.,Yama the Lord of Death worshipped Lord Shiva in this temple.,The Temple is open from 6.00 a.m. to 11.00 a.m. and from 4.30 p.m. to 8.30 p.m.,"Sri Emaneswaram Udayar Temple, Emaneswaram 623 701, Paramakudi, Ramanathapuram district.",+91  94860 13533.
274 Sivalayam,sri Satyavakeeswarar temple,Satyavakeeswarar,NA,Soundarya Nayaki,Banyan tree,Gayatri Theertham,NA,1000 2000 years old,Anbilandurai,Anbil,Thiruchirapalli,Tamil Nadu,Margazhi Tiruvadirai in December January; Masi Maha Shivrathri in February March and Panguni Uthiram in March April are the festivals celebrated in the temple.,Lord Shiva in the temple is a swayambumurthy.,The temple is open from 6.00 a.m. to 11.00 a.m. and from 5.00 p.m. to 8.00 p.m.,"Sri Satyavakeeswarar Temple, Anbil 621 702, Tiruchi district.",+91 431 254 4927
sivan,sri Jalakandeswarar temple,Jalakandeswarar,"Somaskandar, Chandrasekharar",Akhilandeswari,Vanni,"Ganga Palaru, Thamarai Pushkarini",Shivagama,1000 2000 years old,Velangadu,Vellore,Vellore,Tamil Nadu,"10 day Chitra Poornima (April May), Surasamharam in Aipasi (October November), 10 day Aadipooram (July August), Vinayaka Chaturthi in Avani (August September) Navarathri during September October and all Saturdays during this period, are the festivals devotionally celebrated in the temple.","All the three Lords with their consorts – Lord Vishnu with Mother Mahalakshmi, Lord Brahmma with Mother Saraswathi and Lord Shiva with Mother Parvathi grace the devotees in the temple.",The temple is open from 6.30 a.m. to 1.00 p.m. and 5.00 p.m. to 8.30 p.m.,"Sri Jalakandeswarar Temple, Fort, Vellore 632 001. Vellore district.","+91 98947 45768, 98946 82111, + 416 222 3412, 222 1229"
vinayagar,sri Karana Vinayaka temple,Karana Vinayaka,NA,NA,NA,NA,NA,500 years old,NA,Maddampalayam,Coimbatore,Tamil Nadu,Vinayaka Chaturthis is very devotionally celebrated in the temple in August September.,Nandhi the bull vehicle of Lord Shiva is near Lord Vinayaka.,The temple is opened from 8.00 a.m. to 6.00 p.m,"Sri Karana Vinayakar Temple, Maddampalayam, Coimbatore.",+91 4254   272 900
Anjaneyar,sri Abhaya Anjaneyar (without tail) temple,Abhaya Anjaneya,NA,NA,Athi,Hanuman Theertham,NA,500 1000 years old,NA,Rameswaram,Ramanathapuram,Tamil Nadu,Hanuman Jayanthi is celebrated on a Purattasi Saturday in September October.,Sri Anjaneya from the sea sand is swayambu – without tail.,The temple is open from 7.00 a.m. to 10 a.m. and from 4.00 p.m. to 7.30 p.m.,"Sri Abhaya Anjaneya (without tail) temple, Rameswaram 623 526, Ramanathapuram district.","+91  4573   221 093, 94432 05289. 98659 40358."
Perumal,sri Kodandaramar temple,Kodandaramar,Ramar,NA,NA,Ratnakara Theertham,Vaikanasam,500 1000 years old,Rameswaram Kodandam,Rameswaram,Ramanathapuram,Tamil Nadu,Special pujas are performed on the last Purattasi Saturday in September October. Vibishana Pattabishekam coronation   is celebrated in the month of Aani June July.,This is the place where Vibishana was crowned the king of Lanka by Lord Sri Rama.,The temple is open from 7.00 a.m. to 6.00 p.m.,"The Executive Officer, Sri Kodandaramar Temple, Rameswaram – 623 526, Ramanathapuram district.","+91 4573   221 223, 97912 45363."
Other Temples,sri Sukriva temple,Sukriva,NA,NA,NA,Sukriva theertham,NA,500 1000 years old,NA,Rameswaram,Ramanathapuram,Tamil Nadu,"Rama navami, vaikunda akthasi",temple Sukriva worshipped Lord Shiva to cleanse himself of the sin he incurred for killing his brother Vali.,The temple has wiremesh doors. The devotee can worship the deity from outside the temple.,"Sri Sukrivar temple, Rameswaram, Ramanathapuram district.",NA
sivan,sri Attala Sokkanathar temple,Attala Sokkanathar,Pradosha Nayanar,Angayarkanni,Sarakondrai,Well,Karana Agama,500 years old,NA,Melaperungarai,Ramanathapuram,Tamil Nadu,"Shivarathri in Vaikasi (May June), Offering Sugarcane to elephant on Thai Pongal (January), Karthikai (November December),Annabishekam in Aipasi (October November), Thiruvadhirai in Margazhi (December January) are the festivals celebrated in the temple every year.","Lord Shiva, on a square seat in the sanctum sanctorum appears as if made of Rudraksha pearls, hence He is known as Rudraksha Shiva.",The temple is open from 7.00 a.m. to 12.00 a.m. and 5.30 p.m. to 7.30 p.m.,"Sri Attala Sokkanathar Temple, Melaperungarai, Parthipanur, Ramanathapuram Dist.","+91  94420 47977, 99767 11487."
Perumal,sri Sundararaja Perumal temple,Sundararaja Perumal,NA,"Sri Bhoomi, Neeladevi",NA,NA,NA,500 1000 years old,NA,Vempathur,Sivaganga,Tamil Nadu,Vaikunda Ekadasi in December January is the important festival in the temple.,Perumal appears majestically tall.,The temple is open from 6.00 a.m. to 11.00 a.m. and from 5.00 p.m. to 8.00 p.m.,"Sri Sundararaja Perumal Temple, Sivaganga, Sivaganga district.","+91  4575  236 284, 236 337 97903 25083"
274 Sivalayam,sri Swarnapureeswarar temple,Swarnapureeswarar,NA,"Swarnambikai, Sivasekari",Vanni,Trishoola Gang,NA,1000 2000 years old,Thiru Kaduvai Karai Thenputhur,Andankoil,Tiruvarur,Tamil Nadu,Maha Shivrathri in February March; Margazhi Tiruvadhirai in December January and Panguni Uthiram in March April are the festivals celebrated in the temple.,"The rays of Sun fall on Lord in sanctum sanctorum on Chithirai 11, 12 and 13 in April May, when special Surya pujas are performed in the temple. Lord is Swayambumurthy.",The temple is open from 8.00 a.m. to 12.00 a.m. and from 5.00 p.m. to 7.30 p.m.,"Sri Swarnapureeswarar Temple, Andankoil, Thirukaduvaikaraithenputhur, Valangaiman Taluk, Tiruvarur district – 612 804.",+91  4374 265 130.
274 Sivalayam,sri Padaleswarar temple,"Padaleswarar, Padala Vardar",NA,"Alankaravalli, Alankara Nayaki",Vanni,Brahmma theertham,NA,1000 2000 years old,Aradhai Perumpazhi,Aridwaramangalam,Tiruvarur,Tamil Nadu,Vaikasi Visakam in May June; Margazhi Tiruvadhirai in December January and all Lord Shiva related festivals are grandly celebrated in the temple.,Lord Shiva in the temple is a swayambumurthy.,The temple is open from 8.00 a.m. to 12.30 p.m. and from 4.00 p.m. to 8.00 p.m.,"Sri Padaleswarar Temple, Haridwaramangalam post, Valangaiman Taluk, Tiruvarur district 612 802.","+ 91 4374 264 586, 4374 275 441, 94421 75441."
